"Year","Measure Type","Leading 10 Ranking","Measure","Group","Subgroup","Estimate Type","Estimate","Standard Error","Lower 95% CI","Upper 95% CI","Reliable"
"2020","By reason for visit","6","6. Headache, pain in head","By region","Northeast","Visit rate (per 1,000 people)","11","2.9","5.4","16.6","Yes"
"2020","By reason for visit","6","6. Headache, pain in head","By region","Midwest","Visit rate (per 1,000 people)","11.2","2.8","5.6","16.7","Yes"
"2020","By reason for visit","6","6. Headache, pain in head","By region","South","Visit rate (per 1,000 people)","10.9","2","7","14.7","Yes"
"2020","By reason for visit","6","6. Headache, pain in head","By region","West","Visit rate (per 1,000 people)","7.7","2","3.8","11.6","Yes"
"2020","By reason for visit","6","6. Headache, pain in head","By metropolitan statistical area (MSA)","MSA","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","6","6. Headache, pain in head","By metropolitan statistical area (MSA)","Non-MSA","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","6","6. Headache, pain in head","By primary payment source","Private insurance","Visit rate (per 1,000 people)","5.2","1","3.3","7.1","Yes"
"2020","By reason for visit","6","6. Headache, pain in head","By primary payment source","Medicare","Visit rate (per 1,000 people)","10.1","1.7","6.8","13.4","Yes"
"2020","By reason for visit","6","6. Headache, pain in head","By primary payment source","Medicaid","Visit rate (per 1,000 people)","20.2","3.2","13.9","26.6","Yes"
"2020","By reason for visit","6","6. Headache, pain in head","By primary payment source","Uninsured","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","6","6. Headache, pain in head","By primary payment source","Other","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","Total","All visits","Visit rate (per 1,000 people)","7.8","0.9","6","9.7","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By sex","Female","Visit rate (per 1,000 people)","8.4","1.1","6.3","10.5","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By sex","Male","Visit rate (per 1,000 people)","7.2","1.1","5","9.3","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By age","0-17 years old","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By age","18-44 years old","Visit rate (per 1,000 people)","12.5","1.7","9.2","15.8","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By age","45-64 years old","Visit rate (per 1,000 people)","8","1.2","5.7","10.4","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By age","65+ years old","Visit rate (per 1,000 people)","6.3","1.3","3.8","8.8","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By race/ethnicity","Non-Hispanic white","Visit rate (per 1,000 people)","8.7","1.2","6.4","11.1","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By race/ethnicity","Non-Hispanic black","Visit rate (per 1,000 people)","11.2","2.9","5.6","16.8","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By race/ethnicity","Hispanic","Visit rate (per 1,000 people)","4.6","1.1","2.5","6.8","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By race/ethnicity","Non-Hispanic other","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By region","Northeast","Visit rate (per 1,000 people)","9.2","2.3","4.8","13.6","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By region","Midwest","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By region","South","Visit rate (per 1,000 people)","7.8","1.6","4.6","11","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By region","West","Visit rate (per 1,000 people)","8.1","1.9","4.4","11.8","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By metropolitan statistical area (MSA)","MSA","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By metropolitan statistical area (MSA)","Non-MSA","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By primary payment source","Private insurance","Visit rate (per 1,000 people)","4.2","0.9","2.4","5.9","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By primary payment source","Medicare","Visit rate (per 1,000 people)","6.4","1.3","3.8","9","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By primary payment source","Medicaid","Visit rate (per 1,000 people)","16.2","3.4","9.6","22.8","Yes"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By primary payment source","Uninsured","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","7","7. Pain, site not referable to a specific body system","By primary payment source","Other","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","8","8. Back symptoms","Total","All visits","Visit rate (per 1,000 people)","7.2","1.1","5.1","9.3","Yes"
"2020","By reason for visit","8","8. Back symptoms","By sex","Female","Visit rate (per 1,000 people)","8.1","1.5","5.2","11","Yes"
"2020","By reason for visit","8","8. Back symptoms","By sex","Male","Visit rate (per 1,000 people)","6.3","1","4.4","8.3","Yes"
"2020","By reason for visit","8","8. Back symptoms","By age","0-17 years old","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","8","8. Back symptoms","By age","18-44 years old","Visit rate (per 1,000 people)","8.3","1.3","5.7","10.9","Yes"
"2020","By reason for visit","8","8. Back symptoms","By age","45-64 years old","Visit rate (per 1,000 people)","9.1","1.5","6.1","12.1","Yes"
"2020","By reason for visit","8","8. Back symptoms","By age","65+ years old","Visit rate (per 1,000 people)","8.7","1.9","5","12.4","Yes"
"2020","By reason for visit","8","8. Back symptoms","By race/ethnicity","Non-Hispanic white","Visit rate (per 1,000 people)","7.5","1.2","5.1","9.9","Yes"
"2020","By reason for visit","8","8. Back symptoms","By race/ethnicity","Non-Hispanic black","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","8","8. Back symptoms","By race/ethnicity","Hispanic","Visit rate (per 1,000 people)","6.3","1.5","3.4","9.2","Yes"
"2020","By reason for visit","8","8. Back symptoms","By race/ethnicity","Non-Hispanic other","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","8","8. Back symptoms","By region","Northeast","Visit rate (per 1,000 people)","7.7","1.8","4.1","11.3","Yes"
"2020","By reason for visit","8","8. Back symptoms","By region","Midwest","Visit rate (per 1,000 people)","5.1","1","3.2","7","Yes"
"2020","By reason for visit","8","8. Back symptoms","By region","South","Visit rate (per 1,000 people)","8.9","2.4","4.1","13.6","Yes"
"2020","By reason for visit","8","8. Back symptoms","By region","West","Visit rate (per 1,000 people)","6.1","1.6","3","9.1","Yes"
"2020","By reason for visit","8","8. Back symptoms","By metropolitan statistical area (MSA)","MSA","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","8","8. Back symptoms","By metropolitan statistical area (MSA)","Non-MSA","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","8","8. Back symptoms","By primary payment source","Private insurance","Visit rate (per 1,000 people)","3.6","0.6","2.3","4.8","Yes"
"2020","By reason for visit","8","8. Back symptoms","By primary payment source","Medicare","Visit rate (per 1,000 people)","8.1","1.8","4.7","11.6","Yes"
"2020","By reason for visit","8","8. Back symptoms","By primary payment source","Medicaid","Visit rate (per 1,000 people)","12.9","3.2","6.7","19.1","Yes"
"2020","By reason for visit","8","8. Back symptoms","By primary payment source","Uninsured","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","8","8. Back symptoms","By primary payment source","Other","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","9","9. Vomiting","Total","All visits","Visit rate (per 1,000 people)","6.3","0.7","4.8","7.7","Yes"
"2020","By reason for visit","9","9. Vomiting","By sex","Female","Visit rate (per 1,000 people)","7.7","0.9","5.9","9.5","Yes"
"2020","By reason for visit","9","9. Vomiting","By sex","Male","Visit rate (per 1,000 people)","4.8","0.8","3.2","6.5","Yes"
"2020","By reason for visit","9","9. Vomiting","By age","0-17 years old","Visit rate (per 1,000 people)","9.8","1.9","6.2","13.5","Yes"
"2020","By reason for visit","9","9. Vomiting","By age","18-44 years old","Visit rate (per 1,000 people)","6.5","1","4.5","8.4","Yes"
"2020","By reason for visit","9","9. Vomiting","By age","45-64 years old","Visit rate (per 1,000 people)","4.3","1.2","2","6.7","Yes"
"2020","By reason for visit","9","9. Vomiting","By age","65+ years old","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","9","9. Vomiting","By race/ethnicity","Non-Hispanic white","Visit rate (per 1,000 people)","5.1","0.7","3.7","6.5","Yes"
"2020","By reason for visit","9","9. Vomiting","By race/ethnicity","Non-Hispanic black","Visit rate (per 1,000 people)","12.5","2.2","8.2","16.7","Yes"
"2020","By reason for visit","9","9. Vomiting","By race/ethnicity","Hispanic","Visit rate (per 1,000 people)","7.5","1.7","4.2","10.8","Yes"
"2020","By reason for visit","9","9. Vomiting","By race/ethnicity","Non-Hispanic other","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","9","9. Vomiting","By region","Northeast","Visit rate (per 1,000 people)","8","2.3","3.4","12.6","Yes"
"2020","By reason for visit","9","9. Vomiting","By region","Midwest","Visit rate (per 1,000 people)","9","2.1","4.9","13.2","Yes"
"2020","By reason for visit","9","9. Vomiting","By region","South","Visit rate (per 1,000 people)","4.9","1","3.1","6.8","Yes"
"2020","By reason for visit","9","9. Vomiting","By region","West","Visit rate (per 1,000 people)","4.9","1","2.9","6.8","Yes"
"2020","By reason for visit","9","9. Vomiting","By metropolitan statistical area (MSA)","MSA","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","9","9. Vomiting","By metropolitan statistical area (MSA)","Non-MSA","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","9","9. Vomiting","By primary payment source","Private insurance","Visit rate (per 1,000 people)","1.9","0.5","0.9","2.8","Yes"
"2020","By reason for visit","9","9. Vomiting","By primary payment source","Medicare","Visit rate (per 1,000 people)","5.8","1.2","3.5","8.1","Yes"
"2020","By reason for visit","9","9. Vomiting","By primary payment source","Medicaid","Visit rate (per 1,000 people)","18.8","2.8","13.4","24.2","Yes"
"2020","By reason for visit","9","9. Vomiting","By primary payment source","Uninsured","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","9","9. Vomiting","By primary payment source","Other","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","Total","All visits","Visit rate (per 1,000 people)","7.5","0.9","5.8","9.3","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By sex","Female","Visit rate (per 1,000 people)","6.7","1.1","4.6","8.7","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By sex","Male","Visit rate (per 1,000 people)","8.4","1.4","5.8","11.1","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By age","0-17 years old","Visit rate (per 1,000 people)","4.8","1.4","2.1","7.5","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By age","18-44 years old","Visit rate (per 1,000 people)","7.8","1.4","5","10.5","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By age","45-64 years old","Visit rate (per 1,000 people)","6.1","1.2","3.6","8.5","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By age","65+ years old","Visit rate (per 1,000 people)","12.8","2.7","7.5","18.1","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By race/ethnicity","Non-Hispanic white","Visit rate (per 1,000 people)","8.7","1.1","6.6","10.7","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By race/ethnicity","Non-Hispanic black","Visit rate (per 1,000 people)","9.3","2.3","4.7","13.9","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By race/ethnicity","Hispanic","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By race/ethnicity","Non-Hispanic other","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By region","Northeast","Visit rate (per 1,000 people)","5.8","1.6","2.7","8.8","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By region","Midwest","Visit rate (per 1,000 people)","8.6","1.9","4.9","12.3","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By region","South","Visit rate (per 1,000 people)","7.1","1.6","4","10.2","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By region","West","Visit rate (per 1,000 people)","8.5","2","4.7","12.4","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By metropolitan statistical area (MSA)","MSA","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By metropolitan statistical area (MSA)","Non-MSA","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By primary payment source","Private insurance","Visit rate (per 1,000 people)","2.8","0.8","1.3","4.2","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By primary payment source","Medicare","Visit rate (per 1,000 people)","11.7","2.4","7","16.5","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By primary payment source","Medicaid","Visit rate (per 1,000 people)","17.1","3","11.2","22.9","Yes"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By primary payment source","Uninsured","Visit rate (per 1,000 people)",,,,,"No"
"2020","By reason for visit","10","10. Other symptoms/problems related to psychological and mental disorders","By primary payment source","Other","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","0","All reasons","Total","All visits","Visit rate (per 1,000 people)","427.2","25.9","376.6","477.9","Yes"
"2021","By reason for visit","0","All reasons","By sex","Female","Visit rate (per 1,000 people)","454.9","28.6","398.8","511","Yes"
"2021","By reason for visit","0","All reasons","By sex","Male","Visit rate (per 1,000 people)","398.7","24.1","351.4","445.9","Yes"
"2021","By reason for visit","0","All reasons","By age","0-17 years old","Visit rate (per 1,000 people)","393.3","50.6","294.2","492.4","Yes"
"2021","By reason for visit","0","All reasons","By age","18-44 years old","Visit rate (per 1,000 people)","446.7","29.3","389.2","504.1","Yes"
"2021","By reason for visit","0","All reasons","By age","45-64 years old","Visit rate (per 1,000 people)","385","25.9","334.1","435.8","Yes"
"2021","By reason for visit","0","All reasons","By age","65+ years old","Visit rate (per 1,000 people)","495.5","34.8","427.3","563.7","Yes"
"2021","By reason for visit","0","All reasons","By race/ethnicity","Non-Hispanic white","Visit rate (per 1,000 people)","410.9","30","352.1","469.7","Yes"
"2021","By reason for visit","0","All reasons","By race/ethnicity","Non-Hispanic black","Visit rate (per 1,000 people)","809.2","79.1","654.2","964.2","Yes"
"2021","By reason for visit","0","All reasons","By race/ethnicity","Hispanic","Visit rate (per 1,000 people)","356.5","40.2","277.8","435.2","Yes"
"2021","By reason for visit","0","All reasons","By race/ethnicity","Non-Hispanic other","Visit rate (per 1,000 people)","165.1","18.2","129.5","200.7","Yes"
"2021","By reason for visit","0","All reasons","By region","Northeast","Visit rate (per 1,000 people)","423.2","53.2","318.9","527.6","Yes"
"2021","By reason for visit","0","All reasons","By region","Midwest","Visit rate (per 1,000 people)","460.5","48","366.4","554.7","Yes"
"2021","By reason for visit","0","All reasons","By region","South","Visit rate (per 1,000 people)","426.9","45","338.7","515.2","Yes"
"2021","By reason for visit","0","All reasons","By region","West","Visit rate (per 1,000 people)","401.5","57.8","288.2","514.9","Yes"
"2021","By reason for visit","0","All reasons","By metropolitan statistical area (MSA)","MSA","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","0","All reasons","By metropolitan statistical area (MSA)","Non-MSA","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","0","All reasons","By primary payment source","Private insurance","Visit rate (per 1,000 people)","216.7","17.9","181.7","251.7","Yes"
"2021","By reason for visit","0","All reasons","By primary payment source","Medicare","Visit rate (per 1,000 people)","456.2","36.2","385.2","527.1","Yes"
"2021","By reason for visit","0","All reasons","By primary payment source","Medicaid","Visit rate (per 1,000 people)","886.5","70","749.3","1,023.8","Yes"
"2021","By reason for visit","0","All reasons","By primary payment source","Uninsured","Visit rate (per 1,000 people)","332.6","56.1","222.7","442.5","Yes"
"2021","By reason for visit","0","All reasons","By primary payment source","Other","Visit rate (per 1,000 people)","424.7","49.7","327.2","522.2","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","Total","All visits","Visit rate (per 1,000 people)","38","3","32.1","43.9","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By sex","Female","Visit rate (per 1,000 people)","46.8","4.4","38.3","55.4","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By sex","Male","Visit rate (per 1,000 people)","28.9","2.1","24.8","33.1","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By age","0-17 years old","Visit rate (per 1,000 people)","25.1","4.2","16.9","33.3","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By age","18-44 years old","Visit rate (per 1,000 people)","49.1","5.1","39.1","59","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By age","45-64 years old","Visit rate (per 1,000 people)","37.6","3.3","31.1","44.1","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By age","65+ years old","Visit rate (per 1,000 people)","32.4","3.5","25.5","39.3","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By race/ethnicity","Non-Hispanic white","Visit rate (per 1,000 people)","37.4","4.1","29.3","45.6","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By race/ethnicity","Non-Hispanic black","Visit rate (per 1,000 people)","57","7.8","41.8","72.3","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By race/ethnicity","Hispanic","Visit rate (per 1,000 people)","37.5","5.9","25.9","49","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By race/ethnicity","Non-Hispanic other","Visit rate (per 1,000 people)","17.5","2.9","11.9","23.1","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By region","Northeast","Visit rate (per 1,000 people)","36.3","5.4","25.7","47","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By region","Midwest","Visit rate (per 1,000 people)","32.9","3.6","25.8","40","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By region","South","Visit rate (per 1,000 people)","38.5","5.4","27.9","49","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By region","West","Visit rate (per 1,000 people)","43","7.8","27.7","58.4","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By metropolitan statistical area (MSA)","MSA","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By metropolitan statistical area (MSA)","Non-MSA","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By primary payment source","Private insurance","Visit rate (per 1,000 people)","24.6","3.2","18.4","30.8","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By primary payment source","Medicare","Visit rate (per 1,000 people)","33.3","3.9","25.7","40.8","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By primary payment source","Medicaid","Visit rate (per 1,000 people)","71.5","8","55.9","87.2","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By primary payment source","Uninsured","Visit rate (per 1,000 people)","32","6.5","19.2","44.7","Yes"
"2021","By reason for visit","1","1. Stomach and abdominal pain, cramps and spasms","By primary payment source","Other","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","Total","All visits","Visit rate (per 1,000 people)","23.9","2","20","27.8","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By sex","Female","Visit rate (per 1,000 people)","25.9","2.4","21.2","30.7","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By sex","Male","Visit rate (per 1,000 people)","21.7","2","17.9","25.6","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By age","0-17 years old","Visit rate (per 1,000 people)","6.3","1.2","4","8.7","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By age","18-44 years old","Visit rate (per 1,000 people)","27.9","2.8","22.3","33.4","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By age","45-64 years old","Visit rate (per 1,000 people)","30.3","3.4","23.6","36.9","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By age","65+ years old","Visit rate (per 1,000 people)","29.3","3.5","22.5","36.1","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By race/ethnicity","Non-Hispanic white","Visit rate (per 1,000 people)","23.5","2.4","18.8","28.3","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By race/ethnicity","Non-Hispanic black","Visit rate (per 1,000 people)","44.9","6.2","32.7","57.1","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By race/ethnicity","Hispanic","Visit rate (per 1,000 people)","18.2","2.7","13","23.4","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By race/ethnicity","Non-Hispanic other","Visit rate (per 1,000 people)","9.4","2.2","5.1","13.8","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By region","Northeast","Visit rate (per 1,000 people)","27.7","5.2","17.4","37.9","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By region","Midwest","Visit rate (per 1,000 people)","26","4.6","16.9","35.1","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By region","South","Visit rate (per 1,000 people)","21.6","3.2","15.3","27.8","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By region","West","Visit rate (per 1,000 people)","23","3.5","16.1","29.9","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By metropolitan statistical area (MSA)","MSA","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By metropolitan statistical area (MSA)","Non-MSA","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By primary payment source","Private insurance","Visit rate (per 1,000 people)","15.1","1.8","11.6","18.7","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By primary payment source","Medicare","Visit rate (per 1,000 people)","25.7","3.2","19.5","32","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By primary payment source","Medicaid","Visit rate (per 1,000 people)","39","4.9","29.4","48.6","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By primary payment source","Uninsured","Visit rate (per 1,000 people)","16.7","4.2","8.5","24.9","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By primary payment source","Other","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","3","3. Cough","Total","All visits","Visit rate (per 1,000 people)","14.2","1.8","10.7","17.8","Yes"
"2021","By reason for visit","3","3. Cough","By sex","Female","Visit rate (per 1,000 people)","15.9","2.3","11.3","20.4","Yes"
"2021","By reason for visit","3","3. Cough","By sex","Male","Visit rate (per 1,000 people)","12.5","1.9","8.7","16.3","Yes"
"2021","By reason for visit","3","3. Cough","By age","0-17 years old","Visit rate (per 1,000 people)","33.3","6.8","19.8","46.7","Yes"
"2021","By reason for visit","3","3. Cough","By age","18-44 years old","Visit rate (per 1,000 people)","9.6","1.4","6.9","12.3","Yes"
"2021","By reason for visit","3","3. Cough","By age","45-64 years old","Visit rate (per 1,000 people)","8.7","1.4","6","11.3","Yes"
"2021","By reason for visit","3","3. Cough","By age","65+ years old","Visit rate (per 1,000 people)","6.9","1.6","3.7","10.1","Yes"
"2021","By reason for visit","3","3. Cough","By race/ethnicity","Non-Hispanic white","Visit rate (per 1,000 people)","10.8","1.3","8.2","13.4","Yes"
"2021","By reason for visit","3","3. Cough","By race/ethnicity","Non-Hispanic black","Visit rate (per 1,000 people)","31.3","5.9","19.7","43","Yes"
"2021","By reason for visit","3","3. Cough","By race/ethnicity","Hispanic","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","3","3. Cough","By race/ethnicity","Non-Hispanic other","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","3","3. Cough","By region","Northeast","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","3","3. Cough","By region","Midwest","Visit rate (per 1,000 people)","15.8","3.7","8.5","23.1","Yes"
"2021","By reason for visit","3","3. Cough","By region","South","Visit rate (per 1,000 people)","18.7","3.9","11.1","26.3","Yes"
"2021","By reason for visit","3","3. Cough","By region","West","Visit rate (per 1,000 people)","8","1.2","5.6","10.4","Yes"
"2021","By reason for visit","3","3. Cough","By metropolitan statistical area (MSA)","MSA","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","3","3. Cough","By metropolitan statistical area (MSA)","Non-MSA","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","3","3. Cough","By primary payment source","Private insurance","Visit rate (per 1,000 people)","6.3","1.2","4","8.6","Yes"
"2021","By reason for visit","3","3. Cough","By primary payment source","Medicare","Visit rate (per 1,000 people)","7","1.5","4","10","Yes"
"2021","By reason for visit","3","3. Cough","By primary payment source","Medicaid","Visit rate (per 1,000 people)","45.5","8.5","28.9","62.2","Yes"
"2021","By reason for visit","3","3. Cough","By primary payment source","Uninsured","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","3","3. Cough","By primary payment source","Other","Visit rate (per 1,000 people)",,,,,"No"
"2021","By reason for visit","4","4. Shortness of breath","Total","All visits","Visit rate (per 1,000 people)","18.1","1.6","15","21.2","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By sex","Female","Visit rate (per 1,000 people)","19","1.9","15.3","22.6","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By sex","Male","Visit rate (per 1,000 people)","17.2","1.7","13.8","20.6","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By age","0-17 years old","Visit rate (per 1,000 people)","6.3","1.2","3.9","8.8","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By age","18-44 years old","Visit rate (per 1,000 people)","13.1","1.5","10.2","16","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By age","45-64 years old","Visit rate (per 1,000 people)","21.5","2.3","17","26","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By age","65+ years old","Visit rate (per 1,000 people)","39.4","5.2","29.1","49.6","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By race/ethnicity","Non-Hispanic white","Visit rate (per 1,000 people)","18.5","2","14.5","22.5","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By race/ethnicity","Non-Hispanic black","Visit rate (per 1,000 people)","33.8","5.3","23.4","44.2","Yes"
