"Year","Measure Type","Leading 10 Ranking","Measure","Group","Subgroup","Estimate Type","Estimate","Standard Error","Lower 95% CI","Upper 95% CI","Reliable"
"2016","By primary diagnosis","0","All diagnoses","Total","All visits","Visit count","145,591,000","8,798,000","128,347,000","162,835,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By sex","Female","Visit count","79,595,000","4,803,000","70,182,000","89,008,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By sex","Male","Visit count","65,996,000","4,119,000","57,923,000","74,070,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By age","0-17 years old","Visit count","32,146,000","2,840,000","26,579,000","37,713,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By age","18-44 years old","Visit count","55,978,000","3,436,000","49,243,000","62,713,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By age","45-64 years old","Visit count","34,359,000","2,099,000","30,245,000","38,473,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By age","65+ years old","Visit count","23,108,000","1,734,000","19,710,000","26,506,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic white","Visit count","87,290,000","5,617,000","76,281,000","98,298,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic black","Visit count","30,688,000","2,894,000","25,015,000","36,361,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By race/ethnicity","Hispanic","Visit count","22,936,000","2,484,000","18,066,000","27,805,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic other","Visit count","4,678,000","623,000","3,458,000","5,899,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By region","Northeast","Visit count","24,514,000","2,991,000","18,652,000","30,376,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By region","Midwest","Visit count","31,428,000","3,834,000","23,913,000","38,944,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By region","South","Visit count","53,485,000","5,412,000","42,877,000","64,092,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By region","West","Visit count","36,165,000","4,940,000","26,483,000","45,846,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By metropolitan statistical area (MSA)","MSA","Visit count","117,189,000","8,454,000","100,620,000","133,758,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By metropolitan statistical area (MSA)","Non-MSA","Visit count","28,402,000","5,057,000","18,491,000","38,313,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By primary payment source","Private insurance","Visit count","36,576,000","2,492,000","31,692,000","41,459,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By primary payment source","Medicare","Visit count","25,916,000","1,849,000","22,292,000","29,540,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By primary payment source","Medicaid","Visit count","49,426,000","3,531,000","42,506,000","56,345,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By primary payment source","Uninsured","Visit count","12,475,000","1,517,000","9,501,000","15,449,000","Yes"
"2016","By primary diagnosis","0","All diagnoses","By primary payment source","Other","Visit count","4,615,000","675,000","3,292,000","5,938,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","Total","All visits","Visit count","34,028,000","2,207,000","29,702,000","38,354,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By sex","Female","Visit count","19,851,000","1,291,000","17,321,000","22,381,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By sex","Male","Visit count","14,177,000","1,005,000","12,207,000","16,146,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By age","0-17 years old","Visit count","6,486,000","691,000","5,131,000","7,841,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By age","18-44 years old","Visit count","12,429,000","861,000","10,742,000","14,117,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By age","45-64 years old","Visit count","8,739,000","609,000","7,545,000","9,934,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By age","65+ years old","Visit count","6,373,000","537,000","5,320,000","7,427,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By race/ethnicity","Non-Hispanic white","Visit count","21,222,000","1,504,000","18,275,000","24,170,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By race/ethnicity","Non-Hispanic black","Visit count","6,332,000","634,000","5,090,000","7,574,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By race/ethnicity","Hispanic","Visit count","5,393,000","731,000","3,962,000","6,825,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By race/ethnicity","Non-Hispanic other","Visit count","1,081,000","154,000","779,000","1,382,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By region","Northeast","Visit count","5,715,000","897,000","3,956,000","7,473,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By region","Midwest","Visit count","7,231,000","897,000","5,473,000","8,988,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By region","South","Visit count","11,748,000","1,150,000","9,494,000","14,002,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By region","West","Visit count","9,335,000","1,386,000","6,617,000","12,052,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By metropolitan statistical area (MSA)","MSA","Visit count","27,928,000","2,136,000","23,741,000","32,115,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By metropolitan statistical area (MSA)","Non-MSA","Visit count","6,100,000","1,104,000","3,937,000","8,264,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By primary payment source","Private insurance","Visit count","8,823,000","656,000","7,537,000","10,109,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By primary payment source","Medicare","Visit count","7,276,000","606,000","6,088,000","8,464,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By primary payment source","Medicaid","Visit count","11,135,000","872,000","9,425,000","12,845,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By primary payment source","Uninsured","Visit count","2,407,000","367,000","1,687,000","3,127,000","Yes"
"2016","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By primary payment source","Other","Visit count","734,000","151,000","438,000","1,029,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","Total","All visits","Visit count","29,888,000","2,063,000","25,845,000","33,931,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By sex","Female","Visit count","14,394,000","1,013,000","12,408,000","16,380,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By sex","Male","Visit count","15,494,000","1,149,000","13,242,000","17,747,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By age","0-17 years old","Visit count","8,447,000","799,000","6,882,000","10,012,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By age","18-44 years old","Visit count","11,580,000","912,000","9,792,000","13,367,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By age","45-64 years old","Visit count","5,981,000","443,000","5,113,000","6,849,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By age","65+ years old","Visit count","3,880,000","337,000","3,220,000","4,541,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By race/ethnicity","Non-Hispanic white","Visit count","19,545,000","1,437,000","16,728,000","22,361,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By race/ethnicity","Non-Hispanic black","Visit count","5,021,000","588,000","3,868,000","6,174,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By race/ethnicity","Hispanic","Visit count","4,451,000","516,000","3,440,000","5,462,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By race/ethnicity","Non-Hispanic other","Visit count","871,000","173,000","533,000","1,210,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By region","Northeast","Visit count","4,729,000","614,000","3,524,000","5,933,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By region","Midwest","Visit count","6,558,000","880,000","4,833,000","8,283,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By region","South","Visit count","11,435,000","1,385,000","8,721,000","14,149,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By region","West","Visit count","7,167,000","1,094,000","5,024,000","9,311,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By metropolitan statistical area (MSA)","MSA","Visit count","23,023,000","1,908,000","19,284,000","26,763,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By metropolitan statistical area (MSA)","Non-MSA","Visit count","6,865,000","1,337,000","4,245,000","9,485,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By primary payment source","Private insurance","Visit count","8,611,000","670,000","7,298,000","9,924,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By primary payment source","Medicare","Visit count","4,062,000","345,000","3,386,000","4,737,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By primary payment source","Medicaid","Visit count","9,014,000","719,000","7,605,000","10,423,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By primary payment source","Uninsured","Visit count","2,977,000","386,000","2,221,000","3,733,000","Yes"
"2016","By primary diagnosis","2","2. Injury and poisoning","By primary payment source","Other","Visit count","1,643,000","253,000","1,148,000","2,138,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","Total","All visits","Visit count","14,918,000","1,232,000","12,503,000","17,333,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By sex","Female","Visit count","8,051,000","714,000","6,652,000","9,450,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By sex","Male","Visit count","6,866,000","607,000","5,677,000","8,056,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By age","0-17 years old","Visit count","5,903,000","668,000","4,593,000","7,212,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By age","18-44 years old","Visit count","4,442,000","363,000","3,731,000","5,154,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By age","45-64 years old","Visit count","2,670,000","267,000","2,147,000","3,194,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By age","65+ years old","Visit count","1,902,000","232,000","1,447,000","2,357,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By race/ethnicity","Non-Hispanic white","Visit count","7,739,000","662,000","6,442,000","9,036,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By race/ethnicity","Non-Hispanic black","Visit count","4,070,000","478,000","3,133,000","5,006,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By race/ethnicity","Hispanic","Visit count","2,727,000","404,000","1,935,000","3,520,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By race/ethnicity","Non-Hispanic other","Visit count","382,000","84,000","217,000","546,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By region","Northeast","Visit count","2,043,000","325,000","1,406,000","2,680,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By region","Midwest","Visit count","3,627,000","668,000","2,318,000","4,936,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By region","South","Visit count","5,966,000","763,000","4,472,000","7,461,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By region","West","Visit count","3,282,000","620,000","2,067,000","4,497,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By metropolitan statistical area (MSA)","MSA","Visit count","11,371,000","1,056,000","9,300,000","13,441,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By metropolitan statistical area (MSA)","Non-MSA","Visit count","3,547,000","791,000","1,996,000","5,098,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By primary payment source","Private insurance","Visit count","3,111,000","347,000","2,429,000","3,792,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By primary payment source","Medicare","Visit count","2,187,000","251,000","1,695,000","2,680,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By primary payment source","Medicaid","Visit count","6,338,000","640,000","5,084,000","7,592,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By primary payment source","Uninsured","Visit count","1,114,000","175,000","771,000","1,456,000","Yes"
"2016","By primary diagnosis","3","3. Diseases of the respiratory system","By primary payment source","Other","Visit count",,,,,"No"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","Total","All visits","Visit count","10,756,000","762,000","9,262,000","12,249,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By sex","Female","Visit count","5,744,000","507,000","4,751,000","6,738,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By sex","Male","Visit count","5,011,000","352,000","4,322,000","5,701,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By age","0-17 years old","Visit count","847,000","126,000","599,000","1,095,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By age","18-44 years old","Visit count","4,305,000","355,000","3,610,000","5,001,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By age","45-64 years old","Visit count","3,838,000","343,000","3,166,000","4,511,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By age","65+ years old","Visit count","1,765,000","158,000","1,455,000","2,076,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By race/ethnicity","Non-Hispanic white","Visit count","6,266,000","485,000","5,315,000","7,217,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By race/ethnicity","Non-Hispanic black","Visit count","2,535,000","329,000","1,891,000","3,178,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By race/ethnicity","Hispanic","Visit count","1,582,000","240,000","1,112,000","2,053,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By race/ethnicity","Non-Hispanic other","Visit count","372,000","67,000","242,000","503,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By region","Northeast","Visit count","1,702,000","237,000","1,238,000","2,165,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By region","Midwest","Visit count","2,110,000","263,000","1,594,000","2,627,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By region","South","Visit count","4,199,000","488,000","3,242,000","5,156,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By region","West","Visit count","2,744,000","465,000","1,833,000","3,655,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By metropolitan statistical area (MSA)","MSA","Visit count","8,923,000","776,000","7,403,000","10,444,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By metropolitan statistical area (MSA)","Non-MSA","Visit count","1,832,000","344,000","1,159,000","2,506,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By primary payment source","Private insurance","Visit count","3,122,000","311,000","2,513,000","3,731,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By primary payment source","Medicare","Visit count","2,103,000","190,000","1,730,000","2,475,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By primary payment source","Medicaid","Visit count","3,213,000","352,000","2,523,000","3,902,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By primary payment source","Uninsured","Visit count","1,040,000","199,000","650,000","1,430,000","Yes"
"2016","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By primary payment source","Other","Visit count","425,000","96,000","237,000","614,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","Total","All visits","Visit count","7,968,000","538,000","6,913,000","9,023,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By sex","Female","Visit count","4,136,000","330,000","3,489,000","4,783,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By sex","Male","Visit count","3,832,000","305,000","3,235,000","4,430,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By age","0-17 years old","Visit count","1,196,000","159,000","884,000","1,508,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By age","18-44 years old","Visit count","3,224,000","259,000","2,716,000","3,732,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By age","45-64 years old","Visit count","2,233,000","230,000","1,783,000","2,683,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By age","65+ years old","Visit count","1,315,000","158,000","1,005,000","1,625,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By race/ethnicity","Non-Hispanic white","Visit count","4,847,000","378,000","4,106,000","5,588,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By race/ethnicity","Non-Hispanic black","Visit count","1,421,000","195,000","1,039,000","1,802,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By race/ethnicity","Hispanic","Visit count","1,366,000","179,000","1,016,000","1,716,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By race/ethnicity","Non-Hispanic other","Visit count","335,000","76,000","185,000","484,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By region","Northeast","Visit count","1,402,000","207,000","996,000","1,807,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By region","Midwest","Visit count","1,669,000","194,000","1,288,000","2,049,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By region","South","Visit count","2,852,000","370,000","2,126,000","3,577,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By region","West","Visit count","2,046,000","269,000","1,519,000","2,573,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By metropolitan statistical area (MSA)","MSA","Visit count","6,547,000","526,000","5,516,000","7,577,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By metropolitan statistical area (MSA)","Non-MSA","Visit count","1,422,000","278,000","877,000","1,966,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By primary payment source","Private insurance","Visit count","1,882,000","168,000","1,553,000","2,212,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By primary payment source","Medicare","Visit count","1,518,000","164,000","1,197,000","1,839,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By primary payment source","Medicaid","Visit count","2,830,000","285,000","2,272,000","3,389,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By primary payment source","Uninsured","Visit count","879,000","145,000","594,000","1,164,000","Yes"
"2016","By primary diagnosis","5","5. Diseases of the digestive system","By primary payment source","Other","Visit count",,,,,"No"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","Total","All visits","Visit count","8,192,000","668,000","6,882,000","9,502,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By sex","Female","Visit count","5,792,000","468,000","4,875,000","6,709,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By sex","Male","Visit count","2,401,000","251,000","1,909,000","2,893,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By age","0-17 years old","Visit count","903,000","172,000","567,000","1,240,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By age","18-44 years old","Visit count","3,943,000","340,000","3,276,000","4,609,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By age","45-64 years old","Visit count","1,827,000","204,000","1,427,000","2,227,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By age","65+ years old","Visit count","1,519,000","209,000","1,111,000","1,928,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By race/ethnicity","Non-Hispanic white","Visit count","5,058,000","489,000","4,100,000","6,015,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By race/ethnicity","Non-Hispanic black","Visit count","1,691,000","240,000","1,221,000","2,162,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By race/ethnicity","Hispanic","Visit count","1,229,000","192,000","853,000","1,605,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By race/ethnicity","Non-Hispanic other","Visit count","215,000","51,000","115,000","314,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By region","Northeast","Visit count","1,285,000","276,000","743,000","1,827,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By region","Midwest","Visit count","1,515,000","208,000","1,108,000","1,922,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By region","South","Visit count","3,285,000","437,000","2,429,000","4,140,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By region","West","Visit count","2,108,000","368,000","1,387,000","2,829,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By metropolitan statistical area (MSA)","MSA","Visit count","6,904,000","646,000","5,638,000","8,170,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By metropolitan statistical area (MSA)","Non-MSA","Visit count","1,288,000","278,000","744,000","1,832,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By primary payment source","Private insurance","Visit count","2,252,000","224,000","1,813,000","2,692,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By primary payment source","Medicare","Visit count","1,504,000","191,000","1,130,000","1,877,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By primary payment source","Medicaid","Visit count","2,715,000","285,000","2,157,000","3,273,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By primary payment source","Uninsured","Visit count","768,000","144,000","487,000","1,050,000","Yes"
"2016","By primary diagnosis","6","6. Diseases of the genitourinary system","By primary payment source","Other","Visit count",,,,,"No"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","Total","All visits","Visit count","5,485,000","472,000","4,561,000","6,409,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By sex","Female","Visit count","2,407,000","258,000","1,901,000","2,912,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By sex","Male","Visit count","3,079,000","292,000","2,506,000","3,651,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By age","0-17 years old","Visit count","587,000","94,000","402,000","771,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By age","18-44 years old","Visit count","2,725,000","257,000","2,220,000","3,229,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By age","45-64 years old","Visit count","1,798,000","232,000","1,342,000","2,254,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By age","65+ years old","Visit count","376,000","73,000","232,000","520,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By race/ethnicity","Non-Hispanic white","Visit count","3,332,000","318,000","2,709,000","3,956,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By race/ethnicity","Non-Hispanic black","Visit count","1,180,000","163,000","861,000","1,500,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By race/ethnicity","Hispanic","Visit count","687,000","113,000","465,000","908,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By race/ethnicity","Non-Hispanic other","Visit count","286,000","70,000","150,000","422,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By region","Northeast","Visit count","1,517,000","267,000","993,000","2,041,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By region","Midwest","Visit count","1,073,000","211,000","660,000","1,487,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By region","South","Visit count","1,498,000","226,000","1,056,000","1,940,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By region","West","Visit count","1,397,000","235,000","935,000","1,858,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By metropolitan statistical area (MSA)","MSA","Visit count","4,800,000","463,000","3,892,000","5,708,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By metropolitan statistical area (MSA)","Non-MSA","Visit count","685,000","147,000","396,000","974,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By primary payment source","Private insurance","Visit count","1,118,000","154,000","816,000","1,419,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By primary payment source","Medicare","Visit count","695,000","100,000","498,000","891,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By primary payment source","Medicaid","Visit count","2,196,000","290,000","1,628,000","2,764,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By primary payment source","Uninsured","Visit count","610,000","103,000","408,000","812,000","Yes"
"2016","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By primary payment source","Other","Visit count",,,,,"No"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","Total","All visits","Visit count","4,774,000","461,000","3,871,000","5,677,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By sex","Female","Visit count","2,395,000","281,000","1,844,000","2,947,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By sex","Male","Visit count","2,379,000","254,000","1,880,000","2,877,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By age","0-17 years old","Visit count",,,,,"No"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By age","18-44 years old","Visit count","544,000","85,000","378,000","710,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By age","45-64 years old","Visit count","1,610,000","168,000","1,281,000","1,940,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By age","65+ years old","Visit count","2,497,000","311,000","1,888,000","3,107,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By race/ethnicity","Non-Hispanic white","Visit count","3,304,000","399,000","2,521,000","4,086,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By race/ethnicity","Non-Hispanic black","Visit count","895,000","164,000","575,000","1,216,000","Yes"
"2016","By primary diagnosis","8","8. Diseases of the circulatory system","By race/ethnicity","Hispanic","Visit count","440,000","94,000","255,000","625,000","Yes"
